,Unnamed: 0,keyword,date,text,score
50,50,ドリームインキュベータ,Fri Feb 01 23:42:22 +0000 2019,RT @MichiteruGoto: @kinoshitay ドリームインキュベータの下平さんがビートボックスできます！！,0
51,51,ドリームインキュベータ,Fri Feb 01 12:51:22 +0000 2019,@kinoshitay ドリームインキュベータの下平さんがビートボックスできます！！,0
52,52,ドリームインキュベータ,Fri Feb 01 03:56:22 +0000 2019,RT @riatankawaii: ドリームインキュベータのセグメント損益保険セグメントの強さなおこの保険がアイペット だよ(๑˃̵ᴗ˂̵) https://t.co/anN9JkMyYU,0
53,53,ドリームインキュベータ,Fri Feb 01 03:24:00 +0000 2019,アイペット損害保険とドリームインキュベータとでだいぶ反応が異なるのが興味深いところ。,0
54,54,ドリームインキュベータ,Fri Feb 01 03:04:22 +0000 2019,4310 ドリームインキュベータ当社連結子会社と第一生命ホールディングス株式会社との業務提携に関するお知らせhttps://t.co/10szGjoX4B,0
55,55,ドリームインキュベータ,Fri Feb 01 03:04:06 +0000 2019,RT @TDnet1: (株)ドリームインキュベータ[43100]当社連結子会社と第一生命ホールディングス株式会社との業務提携に関するお知らせ2019/02/01 12:00https://t.co/5kl97qYEBN,1
56,56,ドリームインキュベータ,Fri Feb 01 03:00:48 +0000 2019,(株)ドリームインキュベータ[43100]当社連結子会社と第一生命ホールディングス株式会社との業務提携に関するお知らせ2019/02/01 12:00https://t.co/5kl97qYEBN,1
57,57,ドリームインキュベータ,Fri Feb 01 03:00:46 +0000 2019,(株)ドリームインキュベータ[43100]当社連結子会社と第一生命ホールディングス株式会社との業務提携に関するお知らせ2019/02/01 12:00https://t.co/rPYYpAAIFT,1
58,58,ドリームインキュベータ,Thu Jan 31 14:07:17 +0000 2019,"【コンサル略称】（）内は読み方TC→Tohmatsu Consulting Co., Ltd（トーマツ）ATK→A.T. kearney（カーニー）DI→Dreamincubator（ドリームインキュベータ）AC→Accenture（エーシー、アクセンチュア）",0
59,59,ドリームインキュベータ,Wed Jan 30 23:29:15 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
60,60,ドリームインキュベータ,Wed Jan 30 22:31:00 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
